Rank,University,Country,Teaching,International Outlook,Research,Citations,Industry Income,Overall
1501+,Sofia University,Bulgaria,9.7–22.7,28.3,12.2,23.4,21.6,39.4
1501+,University of Sonora,Mexico,9.7–22.7,13.6,8.4,13.6,32.3,34.9
1501+,Sophia University,Japan,9.7–22.7,22.6,11,13.3,25.4,50.9
1501+,Southwest State University,Russian Federation,9.7–22.7,20.8,11.2,11.4,33.7,32.1
1501+,University of Sri Jayewardenepura,Sri Lanka,9.7–22.7,13,9,35.7,18.4,35.8
1501+,Srinakharinwirot University,Thailand,9.7–22.7,19.4,9.7,15.8,18.8,22.3
1501+,Universitas Sriwijaya,Indonesia,9.7–22.7,12.4,9,18.1,16.2,19.9
1501+,Saints Cyril and Methodius University in Skopje,North Macedonia,9.7–22.7,19.2,9.3,25.9,23.2,46
1501+,State University of Bahia,Brazil,9.7–22.7,19.3,8.6,4.1,16.2,20
1501+,State University of Malang,Indonesia,9.7–22.7,18.5,11.1,30,15.8,31.4
1501+,State University of Ponta Grossa,Brazil,9.7–22.7,24.9,11.3,18.1,18.1,25.9
1501+,State University of Santa Cruz,Brazil,9.7–22.7,22.9,9.3,14.1,17.4,34.9
1501+,Süleyman Demirel University,Turkey,9.7–22.7,23.5,9.8,29.9,18.6,25.6
1501+,Université Sultan Moulay Slimane,Morocco,9.7–22.7,11.8,9.8,29.9,21.1,21.5
1501+,Universitas Sumatera Utara,Indonesia,9.7–22.7,16.5,10.5,26.6,17.1,27.6
1501+,Széchenyi István University,Hungary,9.7–22.7,19.1,11.7,23.2,17.4,29.6
1501+,Tamil Nadu Agricultural University,India,9.7–22.7,29.5,11,14,26.7,17
1501+,Technical University of Liberec,Czech Republic,9.7–22.7,21,18.9,18.2,34.5,44.2
1501+,Technical University of Loja,Ecuador,9.7–22.7,10.6,8.4,11.2,15.8,48.2
1501+,Technical University of Sofia,Bulgaria,9.7–22.7,23.2,11.1,24.2,25,26.8
1501+,Technological University of Pereira,Colombia,9.7–22.7,15,4.6,14.8,19.2,32.4
1501+,Universidade Tecnológica Federal do Paraná (UTFPR),Brazil,9.7–22.7,16.7,10.2,22.3,42.3,25.3
1501+,Teikyo University,Japan,9.7–22.7,17.4,12.7,33.9,37.2,26.7
1501+,Universiti Teknologi MARA,Malaysia,9.7–22.7,20.2,14.7,28.6,23.9,24.2
1501+,Telkom University,Indonesia,9.7–22.7,15,11,28.5,21.3,38.1
1501+,Temuco Catholic University,Chile,9.7–22.7,19.8,10.5,12.7,23.9,43.1
1501+,Tokat Gaziosmanpa?a University,Turkey,9.7–22.7,17.1,8.6,33.7,17.5,32.1
1501+,Tokyo University of Agriculture,Japan,9.7–22.7,18.1,9.1,18.9,29.8,23.1
1501+,Tokyo City University,Japan,9.7–22.7,17.6,12,13.9,43.6,28.6
1501+,Tokyo Denki University,Japan,9.7–22.7,14.9,9,12.1,56.4,21.9
1501+,Tomsk State University of Control Systems and Radioelectronics,Russian Federation,9.7–22.7,22.2,11,18.9,40,38.5
1501+,Tottori University,Japan,9.7–22.7,28.8,13.4,21.3,46.7,26.6
1501+,Toyama Prefectural University,Japan,9.7–22.7,25,9.5,9.5,27,21.8
1501+,Toyo University,Japan,9.7–22.7,14.4,9.2,8.7,19.6,36
1501+,Tula State University,Russian Federation,9.7–22.7,11.6,9,5.1,17.6,19
1501+,Ufa University of Science and Technology,Russian Federation,9.7–22.7,19.3,10.2,8.1,25.6,22.7
1501+,Ufa State Petroleum Technological University,Russian Federation,9.7–22.7,23,8,17.1,16.7,29.7
1501+,Universiti Malaysia Sabah (UMS),Malaysia,9.7–22.7,17.8,14.3,25,21.8,41.8
1501+,U?ak University,Turkey,9.7–22.7,11.4,10.4,14.3,19,32.1
1501+,Utsunomiya University,Japan,9.7–22.7,20.4,12.6,9.1,27.7,29.1
1501+,Uzhhorod National University,Ukraine,9.7–22.7,22.2,8.9,4.7,16.2,45.2
1501+,Universidad del Valle,Colombia,9.7–22.7,23.2,8.7,12.2,17.9,40.6
1501+,University of Valparaíso,Chile,9.7–22.7,15.4,12.2,22,18.7,47.8
1501+,Van Yüzüncü Yil University,Turkey,9.7–22.7,21.7,22.8,19.3,45.4,21.4
1501+,Instituto Politécnico de Viana do Castelo,Portugal,9.7–22.7,13,9.6,35.4,18.7,44.1
1501+,Vietnam National University (Ho Chi Minh City),Vietnam,9.7–22.7,14.6,11.2,26.1,26.2,36.8
1501+,"Vignan’s Foundation for Science, Technology and Research",India,9.7–22.7,22.2,7.6,36,16.7,21.1
1501+,V.I. Vernadsky Crimean Federal University (Vernadsky CFU),Ukraine,9.7–22.7,19,9.9,7.6,16.6,27.2
1501+,Volgograd State Technical University,Russian Federation,9.7–22.7,17.8,9.3,22.9,18.5,27.9
1501+,Voronezh State University,Russian Federation,9.7–22.7,22.7,10.7,7.7,17.4,37
1501+,Voronezh State Technical University,Russian Federation,9.7–22.7,20.5,8.5,29.8,18.8,23.9
1501+,University of Warmia and Mazury in Olsztyn,Poland,9.7–22.7,16.9,13.5,35.3,21.8,23.3
1501+,University of West Attica,Greece,9.7–22.7,10,9.7,34.7,22.8,24.9
1501+,Yanshan University,China,9.7–22.7,19.5,11.7,34.5,36,20.4
1501+,Yeditepe University,Turkey,9.7–22.7,22,12.4,17.6,59.3,38.8
1501+,Yerevan State University,Armenia,9.7–22.7,23.9,8.6,26.8,16.4,38.1
1501+,Yogyakarta State University,Indonesia,9.7–22.7,16.9,10.5,28.8,23.1,30.6
1501+,Zonguldak Bülent Ecevit University,Turkey,9.7–22.7,12.5,11.2,21.6,48.1,26.4
Reporter,Abbes Laghrour University of Khenchala,Algeria,,,,,,
Reporter,Abbottabad University of Science and Technology,Pakistan,,,,,,
Reporter,Abdelhafid Boussouf University Center of Mila,Algeria,,,,,,
Reporter,Abdullah Gül University,Turkey,,,,,,
Reporter,Abertay University,United Kingdom,,,,,,
Reporter,Abia State University,Nigeria,,,,,,
Reporter,Abrar University,Somalia,,,,,,
Reporter,Ada Kent University,Northern Cyprus,,,,,,
Reporter,Adventist University of Central Africa,Rwanda,,,,,,
Reporter,AECC University College,United Kingdom,,,,,,
Reporter,University Center of Aflou,Algeria,,,,,,
Reporter,University of Agronomic Sciences and Veterinary Medicine of Bucharest,Romania,,,,,,
Reporter,Universitas Ahmad Dahlan,Indonesia,,,,,,
Reporter,University of Ahmed Draia,Algeria,,,,,,
Reporter,Aichi Prefectural University,Japan,,,,,,
Reporter,Université d’Ain Témouchent,Algeria,,,,,,
Reporter,Ajeenkya DY Patil University,India,,,,,,
Reporter,Ajman University,United Arab Emirates,,,,,,
Reporter,Akhmet Yassawi University,Kazakhstan,,,,,,
Reporter,Akita Prefectural University,Japan,,,,,,
Reporter,Akli Mohand Oulhadj Bouira University,Algeria,,,,,,
Reporter,Akwa Ibom State University,Nigeria,,,,,,
Reporter,Al-Ahliyya Amman University,Jordan,,,,,,
Reporter,Al Ain University,United Arab Emirates,,,,,,
Reporter,Al Akhawayn University,Morocco,,,,,,
Reporter,Al al-Bayt University,Jordan,,,,,,
Reporter,Al-Ayen University,Iraq,,,,,,
Reporter,Al-Baha University,Saudi Arabia,,,,,,
Reporter,Al-Bayan University,Iraq,,,,,,
Reporter,Albaydha University,Yemen,,,,,,
Reporter,Al-Esraa University College,Iraq,,,,,,
Reporter,Alex Ekwueme Federal University Ndufu-Alike,Nigeria,,,,,,
Reporter,Al-Farabi University College,Iraq,,,,,,
Reporter,Al-Furat Al-Awsat Technical University,Iraq,,,,,,
Reporter,University of Algiers 1,Algeria,,,,,,
Reporter,Algiers 2 University,Algeria,,,,,,
Reporter,University of Algiers 3,Algeria,,,,,,
Reporter,University of Al-Hamdaniya,Iraq,,,,,,
Reporter,Al-Hussein Bin Talal University,Jordan,,,,,,
Reporter,Alisher Navo’i Tashkent State University of Uzbek Language and Literature,Uzbekistan,,,,,,
Reporter,Al-Janad University for Science and Technology,Yemen,,,,,,
Reporter,University of Alkafeel,Iraq,,,,,,
Reporter,Al-Karkh University of Science,Iraq,,,,,,
Reporter,Al-Kitab University,Iraq,,,,,,
Reporter,AlMaarefa University,Saudi Arabia,,,,,,
Reporter,Al-Maarif University College,Iraq,,,,,,
Reporter,Al-Manara College for Medical Sciences,Iraq,,,,,,
Reporter,Almaty Technological University,Kazakhstan,,,,,,
Reporter,Almazov National Medical Research Centre,Russian Federation,,,,,,
Reporter,Al-Mustaqbal University,Iraq,,,,,,
Reporter,Al-Muthanna University,Iraq,,,,,,
Reporter,Al-Nisour University College,Iraq,,,,,,
Reporter,Al-Noor University College,Iraq,,,,,,
Reporter,Al-Qalam University College,Iraq,,,,,,
Reporter,Al-Qasim Green University,Iraq,,,,,,
Reporter,Al-Quds University,Palestine,,,,,,
Reporter,Al-Rafidain University College,Iraq,,,,,,
Reporter,Al Safwa University College,Iraq,,,,,,
Reporter,Alt?nba? University,Turkey,,,,,,
Reporter,Altoosi University College,Iraq,,,,,,
Reporter,Al Turath University,Iraq,,,,,,
Reporter,Al-Zaytoonah University of Jordan,Jordan,,,,,,
Reporter,American University in the Emirates (AUE),United Arab Emirates,,,,,,
Reporter,American University in Dubai,United Arab Emirates,,,,,,
Reporter,American International University – Bangladesh,Bangladesh,,,,,,
Reporter,American University of Madaba,Jordan,,,,,,
Reporter,American University of the Middle East,Kuwait,,,,,,
Reporter,American University of Ras Al Khaimah,United Arab Emirates,,,,,,
Reporter,"Amity University, Chhattisgarh",India,,,,,,
Reporter,"Amity University, Gurugram",India,,,,,,
Reporter,"Amity University, Gwalior",India,,,,,,
Reporter,"Amity University Rajasthan, Jaipur",India,,,,,,
Reporter,"Amity University, Mumbai",India,,,,,,
Reporter,Anáhuac University,Mexico,,,,,,
Reporter,Andijan Machine-Building Institute,Uzbekistan,,,,,,
Reporter,Andijan State University,Uzbekistan,,,,,,
Reporter,Andijan State Medical Institute,Uzbekistan,,,,,,
Reporter,Andijan State Pedagogical Institute (ASPI),Uzbekistan,,,,,,
Reporter,Andrés Bello Catholic University (UCAB),Venezuela,,,,,,
Reporter,Anglo-American University,Czech Republic,,,,,,
Reporter,Ankara Science University,Turkey,,,,,,
Reporter,Applied Science Private University,Jordan,,,,,,
Reporter,Arab American University,Palestine,,,,,,
Reporter,Arabian Gulf University,Bahrain,,,,,,
Reporter,Arab Open University,Kuwait,,,,,,
Reporter,Ark?n University of Creative Arts and Design (ARUCAD),Northern Cyprus,,,,,,
Reporter,Armenian State Pedagogical University,Armenia,,,,,,
Reporter,Arts University Bournemouth,United Kingdom,,,,,,
Reporter,University of the Arts London,United Kingdom,,,,,,
Reporter,Arts University Plymouth,United Kingdom,,,,,,
Reporter,Arturo Prat University,Chile,,,,,,
Reporter,Asahi University,Japan,,,,,,
Reporter,Asfendiyarov Kazakh National Medical University,Kazakhstan,,,,,,
Reporter,Ashikaga University,Japan,,,,,,
Reporter,Ashur University College,Iraq,,,,,,
Reporter,Atyrau University,Kazakhstan,,,,,,
Reporter,Audencia,France,,,,,,
Reporter,Austral University,Argentina,,,,,,
Reporter,Autonomous University of Chiapas,Mexico,,,,,,
Reporter,Azerbaijan University of Architecture and Construction,Azerbaijan,,,,,,
Reporter,Azerbaijan State University of Economics,Azerbaijan,,,,,,
Reporter,Babcock University,Nigeria,,,,,,
Reporter,"Bacha Khan University, Charsadda",Pakistan,,,,,,
Reporter,Badr University in Cairo (BUC),Egypt,,,,,,
Reporter,Bakrie University,Indonesia,,,,,,
Reporter,University of Balochistan,Pakistan,,,,,,
Reporter,"Balochistan University of Information Technology, Engineering and Management Sciences (BUITEMS)",Pakistan,,,,,,
Reporter,"University of Baltistan, Skardu",Pakistan,,,,,,
Reporter,Bandirma Onyedi Eylül University,Turkey,,,,,,
Reporter,Bangabandhu Sheikh Mujibur Rahman Agricultural University,Bangladesh,,,,,,
Reporter,Barawa International University,Somalia,,,,,,
Reporter,Bashkir State Medical University,Russian Federation,,,,,,
Reporter,Bath Spa University,United Kingdom,,,,,,
Reporter,University of Batna 1,Algeria,,,,,,
Reporter,Bayburt University,Turkey,,,,,,
Reporter,Baze University,Nigeria,,,,,,
Reporter,Belarusian State University of Informatics and Radioelectronics,Belarus,,,,,,
Reporter,Belarusian State Medical University,Belarus,,,,,,
Reporter,Bells University of Technology,Nigeria,,,,,,
Reporter,University of Benghazi,Libya,,,,,,
Reporter,Benson Idahosa University,Nigeria,,,,,,
Reporter,Beykent University,Turkey,,,,,,
Reporter,Bilad Alrafidain University College,Iraq,,,,,,
Reporter,Biruni University,Turkey,,,,,,
Reporter,University of Bisha,Saudi Arabia,,,,,,
Reporter,Bishop Grosseteste University,United Kingdom,,,,,,
Reporter,University of Bogotá Jorge Tadeo Lozano,Colombia,,,,,,
Reporter,Bohdan Khmelnytsky National University of Cherkasy,Ukraine,,,,,,
Reporter,University of Bolton,United Kingdom,,,,,,
Reporter,The British University in Dubai,United Arab Emirates,,,,,,
Reporter,Buckinghamshire New University,United Kingdom,,,,,,
Reporter,Bukhara Engineering Technological Institute,Uzbekistan,,,,,,
Reporter,Bukhara State University,Uzbekistan,,,,,,
Reporter,Bukhara State Medical Institute,Uzbekistan,,,,,,
Reporter,Bukkyo University,Japan,,,,,,
Reporter,Buriram Rajabhat University,Thailand,,,,,,
Reporter,Ça? University,Turkey,,,,,,
Reporter,Universidad Camilo José Cela,Spain,,,,,,
Reporter,Canadian International College (CIC) – Cairo,Egypt,,,,,,
Reporter,Universidad de Carabobo,Venezuela,,,,,,
Reporter,Catholic University of Ávila,Spain,,,,,,
Reporter,Catholic University in Erbil,Iraq,,,,,,
Reporter,Universidad Católica de Colombia,Colombia,,,,,,
Reporter,Universidad Católica de Cuenca,Ecuador,,,,,,
Reporter,Universidad Católica San Pablo,Peru,,,,,,
Reporter,Caucasus International University,Georgia,,,,,,
Reporter,CBS International Business School,Germany,,,,,,
Reporter,Cebu Technological University,Philippines,,,,,,
Reporter,CECOS University of IT and Emerging Sciences,Pakistan,,,,,,
Reporter,University of Celaya,Mexico,,,,,,
Reporter,University Center Ali Kafi Tindouf,Algeria,,,,,,
Reporter,University Center of Illizi,Algeria,,,,,,
Reporter,University Center Morsli Abdellah of Tipaza,Algeria,,,,,,
Reporter,University Center of Barika,Algeria,,,,,,
Reporter,Central European University,Austria,,,,,,
Reporter,Central Luzon State University,Philippines,,,,,,
Reporter,University of Central Punjab,Pakistan,,,,,,
Reporter,Centro de Estudios para la Calidad Educativa y la Investigación Científica (CECEIC),Mexico,,,,,,
Reporter,Centro Universitário Cesuca,Brazil,,,,,,
Reporter,Centurion University of Technology and Management,India,,,,,,
Reporter,Universidad César Vallejo,Peru,,,,,,
Reporter,CETYS Universidad,Mexico,,,,,,
Reporter,Charisma University,Turks and Caicos Islands,,,,,,
Reporter,Chernihiv Polytechnic National University,Ukraine,,,,,,
Reporter,Chettinad Academy of Research and Education,India,,,,,,
Reporter,University of Chichester,United Kingdom,,,,,,
Reporter,Chinhoyi University of Technology,Zimbabwe,,,,,,
Reporter,Chitkara University,India,,,,,,
Reporter,Universidad Científica del Sur,Peru,,,,,,
Reporter,Cihan University – Erbil,Iraq,,,,,,
Reporter,Cihan University Sulaimaniya,Iraq,,,,,,
Reporter,"City University of Science and Information Technology, Peshawar",Pakistan,,,,,,
Reporter,Civil Aviation Academy,Kazakhstan,,,,,,
Reporter,University of Civil Protection,Belarus,,,,,,
Reporter,Conservatoire for Dance and Drama,United Kingdom,,,,,,
Reporter,University of Constantine 3,Algeria,,,,,,
Reporter,Courtauld Institute of Art,United Kingdom,,,,,,
Reporter,Cranfield University,United Kingdom,,,,,,
Reporter,University for the Creative Arts,United Kingdom,,,,,,
Reporter,University of Cumbria,United Kingdom,,,,,,
Reporter,University of Cyberjaya,Malaysia,,,,,,
Reporter,Cyprus Health and Social Sciences University,Northern Cyprus,,,,,,
Reporter,Daffodil International University (DIU),Bangladesh,,,,,,
Reporter,Daneshpajoohan Pishro Higher Education Institute,Iran,,,,,,
Reporter,Dawood University of Engineering and Technology,Pakistan,,,,,,
Reporter,Debre Tabor University,Ethiopia,,,,,,
Reporter,Delta University for Science and Technology,Egypt,,,,,,
Reporter,"Delta State University, Abraka",Nigeria,,,,,,
Reporter,Denau Institute of Entrepreneurship and Pedagogy,Uzbekistan,,,,,,
Reporter,Dhaka International University,Bangladesh,,,,,,
Reporter,DHA Suffa University,Pakistan,,,,,,
Reporter,Dhofar University,Oman,,,,,,
Reporter,University of Djilali Bounaama Khemis Miliana,Algeria,,,,,,
Reporter,Don Bosco University,India,,,,,,
Reporter,Donetsk National University of Economics and Trade named after Mykhailo Tuhan-Baranovsky (DonNUET),Ukraine,,,,,,
Reporter,Dovletmammet Azadi Turkmen National Institute of World Languages,Turkmenistan,,,,,,
Reporter,"Dr D. Y. Patil Vidyapeeth, Pune",India,,,,,,
Reporter,Dr. M.G.R. Educational and Research Institute,India,,,,,,
Reporter,D. Serikbayev East Kazakhstan Technical University,Kazakhstan,,,,,,
Reporter,University of Dubai,United Arab Emirates,,,,,,
Reporter,University of Duhok,Iraq,,,,,,
Reporter,Dulaty University,Kazakhstan,,,,,,
Reporter,EAE Business School,Spain,,,,,,
Reporter,EAN University,Colombia,,,,,,
Reporter,University of Eastern Philippines,Philippines,,,,,,
Reporter,École Nationale Polytechnique,Algeria,,,,,,
Reporter,École Nationale Polytechnique d’Oran Maurice Audin,Algeria,,,,,,
Reporter,École Nationale Supérieure Agronomique,Algeria,,,,,,
Reporter,"École Nationale Supérieure Agronomique, Algiers",Algeria,,,,,,
Reporter,École Nationale Supérieure de Biotechnologie Taoufik Khaznadar (ENSB),Algeria,,,,,,
Reporter,École Nationale Supérieure d’Informatique (ESI),Algeria,,,,,,
Reporter,École Nationale Supérieure de Management Koléa,Algeria,,,,,,
Reporter,École Nationale Supérieure des Sciences de la Mer et de l’Aménagement du Littoral (ENSSMAL),Algeria,,,,,,
Reporter,École Nationale Supérieure Vétérinaire d’Alger,Algeria,,,,,,
Reporter,École National Polytechnique de Constantine,Algeria,,,,,,
Reporter,École Normale Supérieure de Béchar,Algeria,,,,,,
Reporter,École Normale Supérieure de Bouzaréah,Algeria,,,,,,
Reporter,École Normale Supérieure El Katiba Assia Djebar Constantine (ENSC),Algeria,,,,,,
Reporter,École Normale Supérieure de Kouba,Algeria,,,,,,
Reporter,École Normale Supérieure de Laghouat,Algeria,,,,,,
Reporter,École Normale Supérieure d’Oran,Algeria,,,,,,
Reporter,École Polytechnique d’Architecture et d’Urbanisme,Algeria,,,,,,
Reporter,École Supérieure de Comptabilité et de Finances de Constantine,Algeria,,,,,,
Reporter,École Supérieure en Informatique 8 Mai 1945 de Sidi-Bel-Abbès,Algeria,,,,,,
Reporter,École Supérieure en Sciences Appliquées de Tlemcen,Algeria,,,,,,
Reporter,École Supérieure en Sciences Biologiques d’Oran (ESSBO),Algeria,,,,,,
Reporter,École Supérieure en Sciences et Technologies de l’Informatique et du Numérique (ESTIN),Algeria,,,,,,
Reporter,University of Economics – Varna,Bulgaria,,,,,,
Reporter,Edo State University Uzairue,Nigeria,,,,,,
Reporter,Edwin Clark University,Nigeria,,,,,,
Reporter,Effat University,Saudi Arabia,,,,,,
Reporter,Egerton University,Kenya,,,,,,
Reporter,Egyptian Russian University,Egypt,,,,,,
Reporter,Elizade University,Nigeria,,,,,,
Reporter,University of El Oued,Algeria,,,,,,
Reporter,Emir Abdelkader University of Islamic Sciences,Algeria,,,,,,
Reporter,"Institute of Engineering, Technical and Transport Communications of Turkmenistan",Turkmenistan,,,,,,
Reporter,Escola Superior de Enfermagem do Porto (ESEP),Portugal,,,,,,
Reporter,Escuela Superior Politécnica de Chimborazo,Ecuador,,,,,,
Reporter,ESIC,Spain,,,,,,
Reporter,Eski?ehir Technical University,Turkey,,,,,,
Reporter,Universidade Estadual do Maranhão,Brazil,,,,,,
Reporter,Universidade Estadual do Norte do Paraná (UENP),Brazil,,,,,,
Reporter,European University,Georgia,,,,,,
Reporter,European University of Armenia,Armenia,,,,,,
Reporter,European University Cyprus,Cyprus,,,,,,
Reporter,European University of Tunis,Tunisia,,,,,,
Reporter,"Evangel University, Akaeze",Nigeria,,,,,,
Reporter,Falmouth University,United Kingdom,,,,,,
Reporter,Federal University of Kashere,Nigeria,,,,,,
Reporter,Federal University of Latin American Integration (UNILA),Brazil,,,,,,
Reporter,Federal University of Paraí­ba (UFPB),Brazil,,,,,,
Reporter,"Federal University of Petroleum Resources, Effurun",Nigeria,,,,,,
Reporter,"Federal University of Technology, Minna",Nigeria,,,,,,
Reporter,"Federal University of Technology, Owerri",Nigeria,,,,,,
Reporter,Fergana Medical Institute of Public Health,Uzbekistan,,,,,,
Reporter,Fergana Polytechnic Institute,Uzbekistan,,,,,,
Reporter,Fergana State University,Uzbekistan,,,,,,
Reporter,Finis Terrae University,Chile,,,,,,
Reporter,Forman Christian College,Pakistan,,,,,,
Reporter,Fountain University,Nigeria,,,,,,
Reporter,University of Franca,Brazil,,,,,,
Reporter,Francisk Skorina Gomel State University,Belarus,,,,,,
Reporter,Fukushima University,Japan,,,,,,
Reporter,Future University in Egypt,Egypt,,,,,,
Reporter,University of Gafsa,Tunisia,,,,,,
Reporter,Gangadhar Meher University,India,,,,,,
Reporter,University of Garmian,Iraq,,,,,,
Reporter,General Sir John Kotelawala Defence University,Sri Lanka,,,,,,
Reporter,University of Ghardaia,Algeria,,,,,,
Reporter,Ghulam Ishaq Khan Institute of Engineering Sciences and Technology,Pakistan,,,,,,
Reporter,Glasgow School of Art,United Kingdom,,,,,,
Reporter,Gomel State Medical University,Belarus,,,,,,
Reporter,The Government Sadiq College Women University Bahawalpur,Pakistan,,,,,,
Reporter,Government College Women University Faisalabad,Pakistan,,,,,,
Reporter,"Government College Women University, Sialkot",Pakistan,,,,,,
Reporter,"The Graduate University for Advanced Studies, SOKENDAI",Japan,,,,,,
Reporter,Graphic Era University,India,,,,,,
Reporter,Guildhall School of Music and Drama,United Kingdom,,,,,,
Reporter,Gulf College,Oman,,,,,,
Reporter,Gulf Medical University,United Arab Emirates,,,,,,
Reporter,Gulistan State University,Uzbekistan,,,,,,
Reporter,University of Hafr Al Batin,Saudi Arabia,,,,,,
Reporter,Hagoromo University of International Studies,Japan,,,,,,
Reporter,Hakuoh University,Japan,,,,,,
Reporter,Haliç University,Turkey,,,,,,
Reporter,Häme University of Applied Sciences,Finland,,,,,,
Reporter,Hanseo University,South Korea,,,,,,
Reporter,Harper Adams University,United Kingdom,,,,,,
Reporter,Hartpury University,United Kingdom,,,,,,
Reporter,Hawler Medical University,Iraq,,,,,,
Reporter,University of Health Sciences Lahore,Pakistan,,,,,,
Reporter,"University of Health Sciences, Turkey",Turkey,,,,,,
Reporter,School of Higher Commercial Studies (EHEC Algiers),Algeria,,,,,,
Reporter,"Higher National School of Renewable Energies, Environment and Sustainable Development",Algeria,,,,,,
Reporter,Higher School of Management and Digital Economy (HSMDE),Algeria,,,,,,
Reporter,Higher School of Agronomy – Mostaganem (ESAM),Algeria,,,,,,
Reporter,Higher School of Management – Tlemcen,Algeria,,,,,,
Reporter,University of the Highlands and Islands,United Kingdom,,,,,,
Reporter,Hilla University College,Iraq,,,,,,
Reporter,Hiroshima International University,Japan,,,,,,
Reporter,Hiroshima Shudo University,Japan,,,,,,
Reporter,Hiroshima Institute of Technology,Japan,,,,,,
Reporter,Hitotsubashi University,Japan,,,,,,
Reporter,Ho Chi Minh City Open University,Vietnam,,,,,,
Reporter,Hodeida University,Yemen,,,,,,
Reporter,Hokkaido University of Science,Japan,,,,,,
Reporter,University of Home Economics Lahore,Pakistan,,,,,,
Reporter,Ho Technical University,Ghana,,,,,,
Reporter,Hryhorii Skovoroda University in Pereiaslav,Ukraine,,,,,,
Reporter,University of Human Development,Iraq,,,,,,
Reporter,Humboldt State University,United States,,,,,,
Reporter,Hyogo University of Teacher Education,Japan,,,,,,
Reporter,Ibn Khaldoun University,Algeria,,,,,,
Reporter,"ICFAI University, Dehradun",India,,,,,,
Reporter,IFHE Hyderabad,India,,,,,,
Reporter,Ilma University,Pakistan,,,,,,
Reporter,Imam Al-Kadhum College (IKC),Iraq,,,,,,
Reporter,IMT Mines Alès,France,,,,,,
Reporter,"Independent University, Bangladesh",Bangladesh,,,,,,
Reporter,Indira Gandhi Delhi Technical University for Women,India,,,,,,
Reporter,Information Technology University of the Punjab,Pakistan,,,,,,
Reporter,Innopolis University,Russian Federation,,,,,,
Reporter,Institute of Cancer Research,United Kingdom,,,,,,
Reporter,Universidad Internacional del Ecuador,Ecuador,,,,,,
Reporter,International American University,United States,,,,,,
Reporter,International Christian University,Japan,,,,,,
Reporter,International Engineering and Technology University (METU),Kazakhstan,,,,,,
Reporter,International University for the Humanities and Development,Turkmenistan,,,,,,
Reporter,International IT University,Kazakhstan,,,,,,
Reporter,International University of Rabat,Morocco,,,,,,
Reporter,Institute of International Relations of the Ministry of Foreign Affairs of Turkmenistan,Turkmenistan,,,,,,
Reporter,Inter-State School of Veterinary Sciences and Medicine,Senegal,,,,,,
Reporter,Ionian University,Greece,,,,,,
Reporter,Ion Mincu University of Architecture and Urbanism,Romania,,,,,,
Reporter,Iqra University,Pakistan,,,,,,
Reporter,The Islamic University,Iraq,,,,,,
Reporter,Islamic University of Gaza,Palestine,,,,,,
Reporter,Islamic University of Madinah,Saudi Arabia,,,,,,
Reporter,Universitas Islam Sultan Agung,Indonesia,,,,,,
Reporter,Isra University,Jordan,,,,,,
Reporter,Israel Technological University,Ecuador,,,,,,
Reporter,Istanbul Arel University,Turkey,,,,,,
Reporter,Istanbul Geli?im University,Turkey,,,,,,
Reporter,Istanbul Kültür University,Turkey,,,,,,
Reporter,Istanbul Okan University,Turkey,,,,,,
Reporter,IUBAT – International University of Business Agriculture and Technology,Bangladesh,,,,,,
Reporter,Universita IULM,Italy,,,,,,
Reporter,Ivano Frankivsk National Technical University of Oil and Gas,Ukraine,,,,,,
Reporter,Jabir ibn Hayyan Medical University,Iraq,,,,,,
Reporter,Jadara University,Jordan,,,,,,
Reporter,Japan Advanced Institute of Science and Technology (JAIST),Japan,,,,,,
Reporter,Japan University of Economics,Japan,,,,,,
Reporter,Jashore University of Science and Technology,Bangladesh,,,,,,
Reporter,University of Jendouba,Tunisia,,,,,,
Reporter,Jizzakh Polytechnic Institute,Uzbekistan,,,,,,
Reporter,Jizzakh State Pedagogical University,Uzbekistan,,,,,,
Reporter,John von Neumann University,Hungary,,,,,,
Reporter,Kabarak University,Kenya,,,,,,
Reporter,Kabardino-Balkarian State University,Russian Federation,,,,,,
Reporter,University of Kabianga,Kenya,,,,,,
Reporter,Kadir Has University,Turkey,,,,,,
Reporter,Kamianets-Pod?lskyi Ivan Ohiienko National University,Ukraine,,,,,,
Reporter,Karaganda Buketov University,Kazakhstan,,,,,,
Reporter,Karaganda University of Kazpotrebsoyuz,Kazakhstan,,,,,,
Reporter,Karakalpak State University,Uzbekistan,,,,,,
Reporter,Karshi Engineering Economics Institute,Uzbekistan,,,,,,
Reporter,Kazakh-British Technical University,Kazakhstan,,,,,,
Reporter,Kazakh National Pedagogical University Abai,Kazakhstan,,,,,,
Reporter,Kazakh National Women’s Teacher Training University,Kazakhstan,,,,,,
Reporter,Kazakhstan Medical University KSPH,Kazakhstan,,,,,,
Reporter,Kazan State Power Engineering University,Russian Federation,,,,,,
Reporter,Keisen University,Japan,,,,,,
Reporter,Kharkiv University of Humanities “People’s Ukrainian Academy”,Ukraine,,,,,,
Reporter,Kharkiv National Automobile and Highway University,Ukraine,,,,,,
Reporter,Kharkiv National University of Internal Affairs,Ukraine,,,,,,
Reporter,Khazar University,Azerbaijan,,,,,,
Reporter,Khulna University of Engineering and Technology (KUET),Bangladesh,,,,,,
Reporter,Khwaja Fareed University of Engineering and Information Technology,Pakistan,,,,,,
